timestamp,namespace,resource_type,resource_name,field,declared,observed,editor
2025-08-25T06:09:37Z,sandbox-nginx,HPA,test-nginx, minReplicas,6,1,ShiZ7
2025-08-25T06:09:37Z,sandbox-nginx,HPA,test-nginx, maxReplicas,7,5,ShiZ7
2025-08-25T06:09:37Z,sandbox-nginx,HPA,test-nginx, CPU Target,99%,100%,ShiZ7
2025-08-25T06:09:37Z,sandbox-nginx,Service,test-nginx, Service Port,40,80,ShiZ7
2025-08-25T06:09:37Z,sandbox-nginx,Service,test-nginx, Service TargetPort,5050,8080,ShiZ7
